idx,name,formula,polymorph,pubchem_cid,smiles,inchikey,cas_number,molecular_weight,pubchem_formula_match,mp_id,mp_space_group,mp_energy_above_hull_ev,density_g_cm3,density_source,xray_energy_ev,xray_sld_real,xray_sld_imag,neutron_sld_real,neutron_sld_imag,strong_neutron_absorber,ri_shelf,ri_book,ri_page_primary,axis_primary,process_condition_primary,n_633,k_633,flags,axis_2,n_633_axis2,k_633_axis2,ri_page_axis2,process_condition_axis2
200,Gold,Au,,23985,[Au],PCHJSUWPFVWCPO-UHFFFAOYSA-N,7440-57-5,196.96657,True,mp-81,Fm-3m (#225),0.0,18.02564920807207,bulk_elemental_approximation,8048.0,116.45509494183331,11.986495983708622,4.35387931509901,0.015119126541252493,False,main,Au,Johnson,,,0.18344262295081973,3.4332412177985945,"pubchem: 15 CAS numbers in PUG-View record, took first/primary (7440-57-5); density relabeled bulk_elemental_approximation: no RI.info page for Au states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,
201,Selenium,Se,trigonal,6326970,[Se],BUGBHKTXTAQXES-UHFFFAOYSA-N,7782-49-2,78.97,True,mp-14,P3_121 (#152),0.0010810776041676462,4.495590649565637,MP_DFT,8048.0,32.079100263081635,1.1410890231838553,2.732299770010029,0.0011154142867900532,False,main,Se,Campel-o,o-ray,structure:single_crystal,,,"pubchem: 22 CAS numbers in PUG-View record, took first/primary (7782-49-2); [Campel-o] 633nm outside n range of main/Se/nk/Campel-o.yml; [Campel-e] 633nm outside n range of main/Se/nk/Campel-e.yml",e-ray,,,Campel-e,structure:single_crystal
202,Tellurium,Te,trigonal,6327182,[Te],PORWMNRCUJJQNO-UHFFFAOYSA-N,13494-80-9,127.6,True,mp-19,P3_121 (#152),0.0,5.8751993038972685,MP_DFT,8048.0,40.58572408194167,5.284162976667032,1.5749659443760244,0.0003624106958909408,False,main,Te,Sherman-o,o-ray,,,,"pubchem: 18 CAS numbers in PUG-View record, took first/primary (13494-80-9); [Sherman-o] 633nm outside n range of main/Te/nk/Sherman-o.yml; [Sherman-e] 633nm outside n range of main/Te/nk/Sherman-e.yml",e-ray,,,Sherman-e,
